,date,price_change,relative_volume,sequence
0,2012/1/4 9:35,0.0,-14.5865318579,0.0
1,2012/1/4 9:40,0.245152439534,-41.3450287861,1.0
2,2012/1/4 9:45,0.633961085675,-23.0234030944,2.0
3,2012/1/4 9:50,0.329360852568,-16.1100054829,3.0
4,2012/1/4 9:55,0.409442495692,-37.7504869551,4.0
5,2012/1/4 10:00,0.229983771756,-36.6588929384,5.0
6,2012/1/4 10:05,0.193846651461,-58.161355892,6.0
7,2012/1/4 10:10,-0.0559902295934,-50.0152432716,7.0
8,2012/1/4 10:15,-0.222845575155,-51.7249188379,8.0
9,2012/1/4 10:20,-0.258759626806,-54.8481538765,9.0
10,2012/1/4 10:25,-0.437660679132,-36.2827734529,10.0
11,2012/1/4 10:30,-0.428403330415,-51.7151361603,11.0
12,2012/1/4 10:35,-0.510715659976,-31.6819455486,12.0
13,2012/1/4 10:40,-0.620242364081,-54.3551986384,13.0
14,2012/1/4 10:45,-0.747391491047,-29.8857723678,14.0
15,2012/1/4 10:50,-0.665190695807,-57.463039358,15.0
16,2012/1/4 10:55,-0.689059040693,-60.4560730046,16.0
17,2012/1/4 11:00,-0.687274491543,-63.3873623394,17.0
18,2012/1/4 11:05,-0.934769151837,-53.7597304151,18.0
19,2012/1/4 11:10,-1.16876815918,-35.7898777169,19.0
20,2012/1/4 11:15,-1.01128169666,-57.4497953582,20.0
21,2012/1/4 11:20,-1.23189658538,-59.2532078435,21.0
22,2012/1/4 11:25,-1.38146411104,-36.2921665512,22.0
23,2012/1/4 11:29,-1.37967956189,-44.4529972692,23.0
24,2012/1/4 13:05,-1.30751685562,-59.4399413329,24.0
25,2012/1/4 13:10,-1.37756040978,-48.1534471248,25.0
26,2012/1/4 13:15,-1.30573230647,-59.0207955507,26.0
27,2012/1/4 13:20,-1.33595810771,-47.9000502192,27.0
28,2012/1/4 13:25,-1.68550667254,-22.3149008077,28.0
29,2012/1/4 13:30,-1.72744357757,-38.4656392001,29.0
30,2012/1/4 13:35,-1.76469604109,-57.4257215405,30.0
31,2012/1/4 13:40,-1.62282438363,-54.6718263414,31.0
32,2012/1/4 13:45,-1.30394775732,-47.1529039549,32.0
33,2012/1/4 13:50,-1.28063708405,-51.5569743286,33.0
34,2012/1/4 13:55,-1.45295761138,-59.5396883155,34.0
35,2012/1/4 14:00,-1.67245715688,-31.4088936439,35.0
36,2012/1/4 14:05,-1.83652414439,-43.3446078021,36.0
37,2012/1/4 14:10,-1.93166292097,-4.813708875,37.0
38,2012/1/4 14:15,-2.02791704077,-39.8003864955,38.0
39,2012/1/4 14:20,-1.88805300111,-51.274201089,39.0
40,2012/1/4 14:25,-2.32303685652,-24.136035064,40.0
41,2012/1/4 14:30,-2.31389104212,-41.6325318731,41.0
42,2012/1/4 14:35,-2.35560487851,-55.5037669629,42.0
43,2012/1/4 14:40,-2.22343670706,-52.7195229947,43.0
44,2012/1/4 14:45,-2.59473446466,-30.3550502323,44.0
45,2012/1/4 14:50,-2.75099404964,-24.092907017,45.0
46,2012/1/4 14:55,-2.99491961164,-22.5278473387,46.0
47,2012/1/4 14:59,-3.00852679891,-23.0751640206,47.0
48,2012/1/5 9:35,-0.362575910378,-56.4974756882,0.0
49,2012/1/5 9:40,-0.666734896408,-42.766149759,1.0
50,2012/1/5 9:45,-0.263221141407,-11.3923297321,2.0
51,2012/1/5 9:50,-0.146157304818,-55.3510701136,3.0
52,2012/1/5 9:55,-0.12430845516,-36.9836809756,4.0
53,2012/1/5 10:00,0.0472625116287,-58.7521329947,5.0
54,2012/1/5 10:05,0.0815307074083,-56.3408282741,6.0
55,2012/1/5 10:10,0.0672714581577,-53.5440888269,7.0
56,2012/1/5 10:15,-0.190199985971,-52.0900840019,8.0
57,2012/1/5 10:20,-0.357401182828,-44.5030747391,9.0
58,2012/1/5 10:25,-0.522762476556,-46.5563475852,10.0
59,2012/1/5 10:30,-0.627291973078,-31.5049292309,11.0
60,2012/1/5 10:35,-0.833936093265,-21.8681324689,12.0
61,2012/1/5 10:40,-0.5579506239,-0.7961752902,13.0
62,2012/1/5 10:45,-0.507238293904,-52.3260968777,14.0
63,2012/1/5 10:50,0.25379163787,19.9720164194,15.0
64,2012/1/5 10:55,0.327732744871,-27.6977095497,16.0
65,2012/1/5 11:00,0.266670959774,-40.6881918179,17.0
66,2012/1/5 11:05,0.126838321962,-49.3716012714,18.0
67,2012/1/5 11:10,0.239187406783,-49.9670954438,19.0
68,2012/1/5 11:15,0.494703953837,-6.69741211464,20.0
69,2012/1/5 11:20,0.316578332151,0.295060106008,21.0
70,2012/1/5 11:25,-0.00931450959109,-27.0710920732,22.0
71,2012/1/5 11:29,0.08693542285,-61.4838452007,23.0
72,2012/1/5 13:05,-0.112694066657,-53.3810285845,24.0
73,2012/1/5 13:10,-0.130288140329,-59.3138677519,25.0
74,2012/1/5 13:15,-0.114763957678,-57.9951117801,26.0
75,2012/1/5 13:20,0.0949849990398,-55.9691410141,27.0
76,2012/1/5 13:25,0.0591068880223,-58.9550540968,28.0
77,2012/1/5 13:30,-0.15466685679,-30.8393952861,29.0
78,2012/1/5 13:35,-0.147192250328,-47.9125665043,30.0
79,2012/1/5 13:40,-0.117868794208,-53.4810927117,31.0
80,2012/1/5 13:45,-0.132013049513,-34.1586269413,32.0
81,2012/1/5 13:50,-0.227918000117,-54.0209550807,33.0
82,2012/1/5 13:55,-0.404203718674,-13.0298488324,34.0
83,2012/1/5 14:00,-0.361655958814,-35.7322533875,35.0
84,2012/1/5 14:05,-0.51459790642,-44.7432693287,36.0
85,2012/1/5 14:10,-0.736421227422,-37.7075530804,37.0
86,2012/1/5 14:15,-0.895342860198,17.4247844296,38.0
87,2012/1/5 14:20,-0.942605371827,-18.9389065062,39.0
88,2012/1/5 14:25,-1.13579520038,8.37781740532,40.0
89,2012/1/5 14:30,-1.47226748512,-3.89978385365,41.0
90,2012/1/5 14:35,-1.0833579612,-3.83563090605,42.0
91,2012/1/5 14:40,-1.25170909752,-39.3276695643,43.0
92,2012/1/5 14:45,-1.36014838819,-35.7944564515,44.0
93,2012/1/5 14:50,-1.35807849717,-27.2374165141,45.0
94,2012/1/5 14:55,-1.07990814284,-24.7684749648,46.0
95,2012/1/5 14:59,-1.1030219259,-40.3296574857,47.0
96,2012/1/6 9:35,-0.212785996588,-55.9873108865,0.0
97,2012/1/6 9:40,-0.525337230922,-36.6176096364,1.0
98,2012/1/6 9:45,-0.263017444963,-24.5393767538,2.0
99,2012/1/6 9:50,-0.405223605525,-61.8576348121,3.0
100,2012/1/6 9:55,0.0779052555816,-52.5386953062,4.0
101,2012/1/6 10:00,0.0527895313941,-47.8853287469,5.0
102,2012/1/6 10:05,-0.126741385946,-63.891805702,6.0
103,2012/1/6 10:10,-0.252552559885,-62.3929130822,7.0
104,2012/1/6 10:15,-0.547313489586,-43.5384098703,8.0
105,2012/1/6 10:20,-0.45278069438,-32.5827537508,9.0
106,2012/1/6 10:25,-0.70730995478,-52.2527249057,10.0
107,2012/1/6 10:30,-0.780331597325,-23.9113481264,11.0
108,2012/1/6 10:35,-0.661380736937,-48.3462834625,12.0
109,2012/1/6 10:40,-0.928932965434,-30.8767896162,13.0
110,2012/1/6 10:45,-0.797307966452,-31.789293494,14.0
111,2012/1/6 10:50,-0.767308629228,-28.7990840649,15.0
112,2012/1/6 10:55,-0.660101695428,-51.766238416,16.0
113,2012/1/6 11:00,-0.538825305022,-41.7778173777,17.0
114,2012/1/6 11:05,-0.570219960257,-62.4243826248,18.0
115,2012/1/6 11:10,-0.607893546538,-57.6540645654,19.0
116,2012/1/6 11:15,-0.75416938463,-52.5150458888,20.0
117,2012/1/6 11:20,-0.71405399183,-36.106280341,21.0
