,date,price_change,relative_volume,sequence
0,2009/1/5 9:35,0.0,-33.424855014,0.0
1,2009/1/5 9:40,-0.465549063707,-47.8770511142,1.0
2,2009/1/5 9:45,-0.379223096856,-52.1203806868,2.0
3,2009/1/5 9:50,-0.199695643671,-52.8515890007,3.0
4,2009/1/5 9:55,-0.127884662397,-45.1893955739,4.0
5,2009/1/5 10:00,-0.0588238889161,-60.3784886161,5.0
6,2009/1/5 10:05,0.410239329194,-52.1611603271,6.0
7,2009/1/5 10:10,0.34010903046,-72.9279881504,7.0
8,2009/1/5 10:15,0.18319439691,-70.8358431696,8.0
9,2009/1/5 10:20,0.533234733291,-67.0484640076,9.0
10,2009/1/5 10:25,0.718568180707,-54.4075153838,10.0
11,2009/1/5 10:30,0.762418716081,-63.6626273545,11.0
12,2009/1/5 10:35,0.532929154647,-65.5446731373,12.0
13,2009/1/5 10:40,0.645840463502,-72.8466788065,13.0
14,2009/1/5 10:45,0.590377939667,-76.8501495957,14.0
15,2009/1/5 10:50,0.238045763458,-66.0488323278,15.0
16,2009/1/5 10:55,0.352026597565,-76.4432381401,16.0
17,2009/1/5 11:00,0.328038674033,-78.4098251816,17.0
18,2009/1/5 11:05,0.450728499487,-72.9950947008,18.0
19,2009/1/5 11:10,0.312454163203,-65.8683248179,19.0
20,2009/1/5 11:15,0.294272233902,-80.9931131218,20.0
21,2009/1/5 11:20,0.21604410111,-79.0094696453,21.0
22,2009/1/5 11:25,0.0365166479245,-72.9137554458,22.0
23,2009/1/5 11:29,0.11749498851,-77.1587403028,23.0
24,2009/1/5 13:05,0.0601989928128,-78.2746287835,24.0
25,2009/1/5 13:10,0.0731860851709,-81.161508192,25.0
26,2009/1/5 13:15,0.00519483694324,-77.8651137325,26.0
27,2009/1/5 13:20,-0.310926269985,-70.6057610545,27.0
28,2009/1/5 13:25,-0.30145333203,-79.3359320868,28.0
29,2009/1/5 13:30,-0.369139001613,-74.188059082,29.0
30,2009/1/5 13:35,-0.327733095389,-78.2989180169,30.0
31,2009/1/5 13:40,-0.184416711485,-82.6457109327,31.0
32,2009/1/5 13:45,-0.00183347186232,-68.0844935181,32.0
33,2009/1/5 13:50,-0.100382584462,-79.8565851663,33.0
34,2009/1/5 13:55,-0.184722290129,-86.4402844456,34.0
35,2009/1/5 14:00,-0.176013298783,-84.4939045873,35.0
36,2009/1/5 14:05,0.00962572727717,-77.6675912508,36.0
37,2009/1/5 14:10,0.0777697648267,-74.9975707225,37.0
38,2009/1/5 14:15,0.0941182222657,-82.8515041774,38.0
39,2009/1/5 14:20,0.509705177725,-67.3995400973,39.0
40,2009/1/5 14:25,0.480980785215,-76.0419410348,40.0
41,2009/1/5 14:30,0.748973255757,-67.2279618117,41.0
42,2009/1/5 14:35,0.495190192148,-78.3153374881,42.0
43,2009/1/5 14:40,0.491523248423,-83.1242231582,43.0
44,2009/1/5 14:45,0.98747738718,-68.6597761413,44.0
45,2009/1/5 14:50,1.13659976532,-64.9721250684,45.0
46,2009/1/5 14:55,1.31047401359,-65.64898135,46.0
47,2009/1/5 14:59,1.34836576541,-78.8983542224,47.0
48,2009/1/6 9:35,-0.116836343188,-59.1678102823,0.0
49,2009/1/6 9:40,0.170656439341,-52.136001617,1.0
50,2009/1/6 9:45,0.119700718054,-46.0451199465,2.0
51,2009/1/6 9:50,0.67101750133,-40.5691783524,3.0
52,2009/1/6 9:55,0.609961089729,-40.4341791884,4.0
53,2009/1/6 10:00,0.432068334939,-43.6105168944,5.0
54,2009/1/6 10:05,0.357896101586,-64.305549776,6.0
55,2009/1/6 10:10,0.344026496975,-68.81168245,7.0
56,2009/1/6 10:15,1.02619998462,-50.0757078174,8.0
57,2009/1/6 10:20,1.05800962128,-43.8197773197,9.0
58,2009/1/6 10:25,1.1398704398,-58.2827979506,10.0
59,2009/1/6 10:30,0.42241991434,-55.1377777618,11.0
60,2009/1/6 10:35,0.282216302514,-64.0731509665,12.0
61,2009/1/6 10:40,0.517547311181,-66.753250481,13.0
62,2009/1/6 10:45,0.709008157438,-55.0399389105,14.0
63,2009/1/6 10:50,0.865644235596,-45.139092216,15.0
64,2009/1/6 10:55,0.926248377482,-35.1701888421,16.0
65,2009/1/6 11:00,1.36359319244,-20.5278644871,17.0
66,2009/1/6 11:05,1.46248950357,-44.3519495945,18.0
67,2009/1/6 11:10,1.15117718269,-37.8407141239,19.0
68,2009/1/6 11:15,1.13534774265,-58.1604309763,20.0
69,2009/1/6 11:20,0.820718777183,-48.9940155214,21.0
70,2009/1/6 11:25,1.10323659284,-63.1778255045,22.0
71,2009/1/6 11:29,1.03660218808,-61.2104008686,23.0
72,2009/1/6 13:05,0.762074470731,-54.6982469676,24.0
